session_key,player_key,game_key,timestamp,date,hour,day_of_week,week,month,is_weekend,platform,region,player_type,duration_mins
5214,385,3.0,2026-01-28 00:40:18.196005,2026-01-28,0,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,183.0
5215,203,7.0,2026-01-28 00:40:18.196005,2026-01-28,0,Wednesday,5,1,False,PlayStation 5,Europe,hardcore,163.0
5216,237,4.0,2026-01-28 00:45:18.196005,2026-01-28,0,Wednesday,5,1,False,Xbox Series X,Europe,casual,34.0
5217,153,,2026-01-28 00:51:18.196005,2026-01-28,0,Wednesday,5,1,False,PC,South America,hardcore,217.0
5218,342,10.0,2026-01-28 00:52:18.196005,2026-01-28,0,Wednesday,5,1,False,PlayStation 5,Europe,regular,77.0
5219,391,9.0,2026-01-28 00:53:18.196005,2026-01-28,0,Wednesday,5,1,False,PC,Europe,regular,91.0
5220,259,9.0,2026-01-28 00:55:18.196005,2026-01-28,0,Wednesday,5,1,False,PC,North America,hardcore,154.0
5221,111,9.0,2026-01-28 01:02:18.196005,2026-01-28,1,Wednesday,5,1,False,PC,Asia,hardcore,114.0
5222,120,1.0,2026-01-28 01:10:18.196005,2026-01-28,1,Wednesday,5,1,False,PC,Europe,hardcore,247.0
5223,187,4.0,2026-01-28 01:13:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,Asia,regular,83.0
5224,137,4.0,2026-01-28 01:15:18.196005,2026-01-28,1,Wednesday,5,1,False,PlayStation 5,North America,hardcore,298.0
5225,402,9.0,2026-01-28 01:26:18.196005,2026-01-28,1,Wednesday,5,1,False,PlayStation 5,North America,regular,97.0
5226,327,10.0,2026-01-28 01:29:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,Asia,regular,87.0
5227,12,,2026-01-28 01:36:18.196005,2026-01-28,1,Wednesday,5,1,False,PlayStation 5,Europe,hardcore,200.0
5228,405,10.0,2026-01-28 01:37:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,148.0
5229,401,,2026-01-28 01:39:18.196005,2026-01-28,1,Wednesday,5,1,False,PlayStation 5,North America,regular,88.0
5230,266,3.0,2026-01-28 01:39:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,North America,regular,60.0
5231,98,10.0,2026-01-28 01:41:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,North America,regular,57.0
5232,409,4.0,2026-01-28 01:46:18.196005,2026-01-28,1,Wednesday,5,1,False,PC,Asia,hardcore,287.0
5233,87,,2026-01-28 01:46:18.196005,2026-01-28,1,Wednesday,5,1,False,PC,Europe,hardcore,234.0
5234,360,9.0,2026-01-28 01:59:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,296.0
5235,405,10.0,2026-01-28 01:59:18.196005,2026-01-28,1,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,112.0
5236,306,8.0,2026-01-28 02:04:18.196005,2026-01-28,2,Wednesday,5,1,False,PlayStation 5,Europe,regular,113.0
5237,375,9.0,2026-01-28 02:06:18.196005,2026-01-28,2,Wednesday,5,1,False,PlayStation 5,Europe,regular,68.0
5238,214,,2026-01-28 02:06:18.196005,2026-01-28,2,Wednesday,5,1,False,PlayStation 5,North America,hardcore,127.0
5239,330,8.0,2026-01-28 02:08:18.196005,2026-01-28,2,Wednesday,5,1,False,Xbox Series X,North America,hardcore,142.0
5240,214,,2026-01-28 02:14:18.196005,2026-01-28,2,Wednesday,5,1,False,PlayStation 5,North America,hardcore,258.0
5241,260,9.0,2026-01-28 02:24:18.196005,2026-01-28,2,Wednesday,5,1,False,Xbox Series X,North America,hardcore,292.0
5242,337,3.0,2026-01-28 02:27:18.196005,2026-01-28,2,Wednesday,5,1,False,Xbox Series X,North America,hardcore,206.0
5243,268,6.0,2026-01-28 02:32:18.196005,2026-01-28,2,Wednesday,5,1,False,PC,North America,hardcore,241.0
5244,299,8.0,2026-01-28 02:36:18.196005,2026-01-28,2,Wednesday,5,1,False,PC,Asia,hardcore,109.0
5245,74,1.0,2026-01-28 02:44:18.196005,2026-01-28,2,Wednesday,5,1,False,PC,Europe,regular,52.0
5246,13,10.0,2026-01-28 02:45:18.196005,2026-01-28,2,Wednesday,5,1,False,PlayStation 5,Oceania,regular,59.0
5247,69,,2026-01-28 02:51:18.196005,2026-01-28,2,Wednesday,5,1,False,Xbox Series X,Europe,regular,90.0
5248,173,7.0,2026-01-28 03:00:18.196005,2026-01-28,3,Wednesday,5,1,False,PC,Europe,regular,50.0
5249,195,4.0,2026-01-28 03:02:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,Oceania,hardcore,142.0
5250,214,,2026-01-28 03:10:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,North America,hardcore,294.0
5251,210,10.0,2026-01-28 03:13:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,North America,regular,89.0
5252,36,3.0,2026-01-28 03:14:18.196005,2026-01-28,3,Wednesday,5,1,False,Xbox Series X,Asia,regular,72.0
5253,427,9.0,2026-01-28 03:19:18.196005,2026-01-28,3,Wednesday,5,1,False,PC,South America,casual,27.0
5254,242,10.0,2026-01-28 03:27:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,South America,regular,94.0
5255,337,3.0,2026-01-28 03:27:18.196005,2026-01-28,3,Wednesday,5,1,False,Xbox Series X,North America,hardcore,288.0
5256,278,8.0,2026-01-28 03:30:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,Europe,regular,88.0
5257,341,9.0,2026-01-28 03:32:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,North America,hardcore,167.0
5258,20,1.0,2026-01-28 03:33:18.196005,2026-01-28,3,Wednesday,5,1,False,Xbox Series X,North America,hardcore,162.0
5259,270,4.0,2026-01-28 03:34:18.196005,2026-01-28,3,Wednesday,5,1,False,PlayStation 5,Europe,regular,78.0
5260,282,1.0,2026-01-28 11:39:18.196005,2026-01-28,11,Wednesday,5,1,False,Xbox Series X,North America,regular,80.0
5261,326,4.0,2026-01-28 11:39:18.196005,2026-01-28,11,Wednesday,5,1,False,PC,North America,hardcore,150.0
5262,194,7.0,2026-01-28 11:43:18.196005,2026-01-28,11,Wednesday,5,1,False,PlayStation 5,Europe,regular,101.0
5263,209,1.0,2026-01-28 11:44:18.196005,2026-01-28,11,Wednesday,5,1,False,PC,North America,regular,77.0
5264,187,4.0,2026-01-28 11:44:18.196005,2026-01-28,11,Wednesday,5,1,False,Xbox Series X,Asia,regular,91.0
5265,406,1.0,2026-01-28 11:52:18.196005,2026-01-28,11,Wednesday,5,1,False,Xbox Series X,Europe,casual,26.0
5266,311,,2026-01-28 11:53:18.196005,2026-01-28,11,Wednesday,5,1,False,Xbox Series X,Asia,regular,80.0
5267,306,8.0,2026-01-28 11:57:18.196005,2026-01-28,11,Wednesday,5,1,False,PlayStation 5,Europe,regular,70.0
5268,268,6.0,2026-01-28 12:03:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,North America,hardcore,214.0
5269,280,1.0,2026-01-28 12:06:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,Europe,hardcore,285.0
5270,412,8.0,2026-01-28 12:07:18.196005,2026-01-28,12,Wednesday,5,1,False,PlayStation 5,Europe,casual,42.0
5271,263,9.0,2026-01-28 12:25:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,Asia,regular,70.0
5272,260,9.0,2026-01-28 12:31:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,North America,hardcore,137.0
5273,405,10.0,2026-01-28 12:32:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,204.0
5274,326,4.0,2026-01-28 12:35:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,North America,hardcore,233.0
5275,152,,2026-01-28 12:37:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,Europe,hardcore,217.0
5276,164,,2026-01-28 12:41:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,North America,hardcore,179.0
5277,229,8.0,2026-01-28 12:42:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,North America,regular,65.0
5278,232,10.0,2026-01-28 12:50:18.196005,2026-01-28,12,Wednesday,5,1,False,PlayStation 5,North America,hardcore,129.0
5279,1,,2026-01-28 12:54:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,Asia,regular,118.0
5280,326,4.0,2026-01-28 12:56:18.196005,2026-01-28,12,Wednesday,5,1,False,PC,North America,hardcore,159.0
5281,213,10.0,2026-01-28 12:57:18.196005,2026-01-28,12,Wednesday,5,1,False,Xbox Series X,Asia,regular,84.0
5282,283,8.0,2026-01-28 13:01:18.196005,2026-01-28,13,Wednesday,5,1,False,PlayStation 5,Europe,regular,101.0
5283,135,,2026-01-28 13:08:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,North America,regular,69.0
5284,285,6.0,2026-01-28 13:13:18.196005,2026-01-28,13,Wednesday,5,1,False,PlayStation 5,Oceania,regular,116.0
5285,387,1.0,2026-01-28 13:16:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,North America,regular,88.0
5286,21,9.0,2026-01-28 13:29:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,125.0
5287,363,8.0,2026-01-28 13:40:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,South America,hardcore,294.0
5288,260,9.0,2026-01-28 13:41:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,North America,hardcore,141.0
5289,440,6.0,2026-01-28 13:44:18.196005,2026-01-28,13,Wednesday,5,1,False,Xbox Series X,Asia,regular,58.0
5290,156,,2026-01-28 13:53:18.196005,2026-01-28,13,Wednesday,5,1,False,PC,Europe,hardcore,215.0
5291,12,,2026-01-28 13:55:18.196005,2026-01-28,13,Wednesday,5,1,False,PlayStation 5,Europe,hardcore,147.0
5292,232,10.0,2026-01-28 14:05:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,North America,hardcore,139.0
5293,57,,2026-01-28 14:05:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,Asia,regular,97.0
5294,260,9.0,2026-01-28 14:11:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,North America,hardcore,183.0
5295,239,3.0,2026-01-28 14:13:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,Europe,regular,54.0
5296,180,1.0,2026-01-28 14:17:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,North America,regular,75.0
5297,185,1.0,2026-01-28 14:22:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,North America,casual,51.0
5298,8,,2026-01-28 14:25:18.196005,2026-01-28,14,Wednesday,5,1,False,PC,Europe,regular,50.0
5299,74,1.0,2026-01-28 14:26:18.196005,2026-01-28,14,Wednesday,5,1,False,PC,Europe,regular,115.0
5300,355,1.0,2026-01-28 14:28:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,North America,hardcore,134.0
5301,314,1.0,2026-01-28 14:32:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,Asia,regular,65.0
5302,304,7.0,2026-01-28 14:33:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,North America,hardcore,195.0
5303,126,4.0,2026-01-28 14:43:18.196005,2026-01-28,14,Wednesday,5,1,False,PC,North America,regular,64.0
5304,284,1.0,2026-01-28 14:44:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,South America,regular,93.0
5305,280,1.0,2026-01-28 14:48:18.196005,2026-01-28,14,Wednesday,5,1,False,PC,Europe,hardcore,92.0
5306,368,7.0,2026-01-28 14:54:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,North America,regular,87.0
5307,377,10.0,2026-01-28 14:56:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,North America,regular,87.0
5308,155,3.0,2026-01-28 14:56:18.196005,2026-01-28,14,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,199.0
5309,428,9.0,2026-01-28 14:58:18.196005,2026-01-28,14,Wednesday,5,1,False,Xbox Series X,Europe,casual,48.0
5310,430,8.0,2026-01-28 15:07:18.196005,2026-01-28,15,Wednesday,5,1,False,PlayStation 5,Asia,regular,110.0
5311,254,8.0,2026-01-28 15:11:18.196005,2026-01-28,15,Wednesday,5,1,False,PC,Asia,regular,102.0
5312,295,,2026-01-28 15:17:18.196005,2026-01-28,15,Wednesday,5,1,False,PC,North America,regular,78.0
5313,88,4.0,2026-01-28 15:24:18.196005,2026-01-28,15,Wednesday,5,1,False,PC,Oceania,regular,96.0
5314,80,3.0,2026-01-28 15:28:18.196005,2026-01-28,15,Wednesday,5,1,False,PlayStation 5,North America,regular,76.0
5315,37,9.0,2026-01-28 15:37:18.196005,2026-01-28,15,Wednesday,5,1,False,PlayStation 5,Asia,regular,71.0
5316,19,7.0,2026-01-28 15:39:18.196005,2026-01-28,15,Wednesday,5,1,False,PlayStation 5,Europe,regular,67.0
5317,292,7.0,2026-01-28 15:42:18.196005,2026-01-28,15,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,242.0
5318,396,3.0,2026-01-28 15:55:18.196005,2026-01-28,15,Wednesday,5,1,False,Xbox Series X,Europe,regular,61.0
5319,267,9.0,2026-01-28 15:56:18.196005,2026-01-28,15,Wednesday,5,1,False,PlayStation 5,Europe,regular,81.0
5320,296,8.0,2026-01-28 16:00:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,North America,casual,34.0
5321,174,6.0,2026-01-28 16:02:18.196005,2026-01-28,16,Wednesday,5,1,False,PC,South America,hardcore,287.0
5322,385,3.0,2026-01-28 16:05:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,100.0
5323,280,1.0,2026-01-28 16:09:18.196005,2026-01-28,16,Wednesday,5,1,False,PC,Europe,hardcore,268.0
5324,84,6.0,2026-01-28 16:15:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,289.0
5325,71,,2026-01-28 16:24:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,Europe,regular,81.0
5326,133,1.0,2026-01-28 16:29:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,North America,regular,97.0
5327,70,6.0,2026-01-28 16:30:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,North America,regular,111.0
5328,334,,2026-01-28 16:37:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,90.0
5329,87,,2026-01-28 16:38:18.196005,2026-01-28,16,Wednesday,5,1,False,PC,Europe,hardcore,256.0
5330,37,9.0,2026-01-28 16:42:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,Asia,regular,80.0
5331,304,7.0,2026-01-28 16:46:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,North America,hardcore,131.0
5332,83,4.0,2026-01-28 16:48:18.196005,2026-01-28,16,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,149.0
5333,348,1.0,2026-01-28 16:50:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,South America,casual,31.0
5334,412,8.0,2026-01-28 16:55:18.196005,2026-01-28,16,Wednesday,5,1,False,PlayStation 5,Europe,casual,49.0
5335,88,4.0,2026-01-28 16:55:18.196005,2026-01-28,16,Wednesday,5,1,False,PC,Oceania,regular,108.0
5336,420,,2026-01-28 17:06:18.196005,2026-01-28,17,Wednesday,5,1,False,Xbox Series X,North America,casual,41.0
5337,297,10.0,2026-01-28 17:11:18.196005,2026-01-28,17,Wednesday,5,1,False,Xbox Series X,North America,hardcore,295.0
5338,69,,2026-01-28 17:12:18.196005,2026-01-28,17,Wednesday,5,1,False,Xbox Series X,Europe,regular,60.0
5339,36,3.0,2026-01-28 17:13:18.196005,2026-01-28,17,Wednesday,5,1,False,Xbox Series X,Asia,regular,57.0
5340,22,,2026-01-28 17:17:18.196005,2026-01-28,17,Wednesday,5,1,False,PlayStation 5,Europe,regular,111.0
5341,366,,2026-01-28 17:20:18.196005,2026-01-28,17,Wednesday,5,1,False,PlayStation 5,North America,regular,55.0
5342,371,4.0,2026-01-28 17:26:18.196005,2026-01-28,17,Wednesday,5,1,False,PlayStation 5,North America,regular,102.0
5343,323,6.0,2026-01-28 17:31:18.196005,2026-01-28,17,Wednesday,5,1,False,PC,North America,casual,46.0
5344,155,3.0,2026-01-28 17:35:18.196005,2026-01-28,17,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,220.0
5345,211,7.0,2026-01-28 17:44:18.196005,2026-01-28,17,Wednesday,5,1,False,Xbox Series X,Asia,casual,30.0
5346,120,1.0,2026-01-28 17:44:18.196005,2026-01-28,17,Wednesday,5,1,False,PC,Europe,hardcore,293.0
5347,191,3.0,2026-01-28 17:54:18.196005,2026-01-28,17,Wednesday,5,1,False,PC,North America,hardcore,246.0
5348,153,,2026-01-28 17:58:18.196005,2026-01-28,17,Wednesday,5,1,False,PC,South America,hardcore,260.0
5349,109,4.0,2026-01-28 18:00:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,North America,regular,84.0
5350,87,,2026-01-28 18:01:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,190.0
5351,382,6.0,2026-01-28 18:02:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,South America,regular,55.0
5352,174,6.0,2026-01-28 18:03:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,South America,hardcore,137.0
5353,120,1.0,2026-01-28 18:11:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,261.0
5354,191,3.0,2026-01-28 18:11:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,North America,hardcore,270.0
5355,356,4.0,2026-01-28 18:12:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,291.0
5356,42,4.0,2026-01-28 18:15:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,North America,regular,45.0
5357,41,6.0,2026-01-28 18:31:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,North America,casual,26.0
5358,170,1.0,2026-01-28 18:36:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,206.0
5359,360,9.0,2026-01-28 18:37:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,210.0
5360,91,,2026-01-28 18:44:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,Oceania,hardcore,281.0
5361,280,1.0,2026-01-28 18:47:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,112.0
5362,382,6.0,2026-01-28 18:47:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,South America,regular,119.0
5363,260,9.0,2026-01-28 18:47:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,North America,hardcore,102.0
5364,198,4.0,2026-01-28 18:48:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,North America,regular,116.0
5365,311,,2026-01-28 18:49:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,Asia,regular,61.0
5366,156,,2026-01-28 18:57:18.196005,2026-01-28,18,Wednesday,5,1,False,PC,Europe,hardcore,108.0
5367,339,6.0,2026-01-28 18:58:18.196005,2026-01-28,18,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,105.0
5368,174,6.0,2026-01-28 19:02:18.196005,2026-01-28,19,Wednesday,5,1,False,PC,South America,hardcore,143.0
5369,367,,2026-01-28 19:06:18.196005,2026-01-28,19,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,150.0
5370,321,10.0,2026-01-28 19:10:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Europe,casual,45.0
5371,133,1.0,2026-01-28 19:29:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,North America,regular,106.0
5372,195,4.0,2026-01-28 19:30:18.196005,2026-01-28,19,Wednesday,5,1,False,PlayStation 5,Oceania,hardcore,271.0
5373,48,6.0,2026-01-28 19:32:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Europe,regular,66.0
5374,187,4.0,2026-01-28 19:38:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Asia,regular,67.0
5375,87,,2026-01-28 19:39:18.196005,2026-01-28,19,Wednesday,5,1,False,PC,Europe,hardcore,131.0
5376,254,8.0,2026-01-28 19:39:18.196005,2026-01-28,19,Wednesday,5,1,False,PC,Asia,regular,84.0
5377,237,4.0,2026-01-28 19:42:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Europe,casual,26.0
5378,409,4.0,2026-01-28 19:47:18.196005,2026-01-28,19,Wednesday,5,1,False,PC,Asia,hardcore,215.0
5379,219,8.0,2026-01-28 19:48:18.196005,2026-01-28,19,Wednesday,5,1,False,PC,Europe,hardcore,163.0
5380,384,6.0,2026-01-28 19:48:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,South America,regular,60.0
5381,287,,2026-01-28 19:54:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Europe,regular,103.0
5382,256,,2026-01-28 19:57:18.196005,2026-01-28,19,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,157.0
5383,308,1.0,2026-01-28 19:59:18.196005,2026-01-28,19,Wednesday,5,1,False,Xbox Series X,Asia,regular,60.0
5384,366,,2026-01-28 20:02:18.196005,2026-01-28,20,Wednesday,5,1,False,PlayStation 5,North America,regular,102.0
5385,26,,2026-01-28 20:07:18.196005,2026-01-28,20,Wednesday,5,1,False,PC,Europe,regular,66.0
5386,69,,2026-01-28 20:08:18.196005,2026-01-28,20,Wednesday,5,1,False,Xbox Series X,Europe,regular,111.0
5387,367,,2026-01-28 20:12:18.196005,2026-01-28,20,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,113.0
5388,377,10.0,2026-01-28 20:14:18.196005,2026-01-28,20,Wednesday,5,1,False,PlayStation 5,North America,regular,99.0
5389,63,7.0,2026-01-28 20:15:18.196005,2026-01-28,20,Wednesday,5,1,False,PC,Asia,hardcore,128.0
5390,210,10.0,2026-01-28 20:19:18.196005,2026-01-28,20,Wednesday,5,1,False,PlayStation 5,North America,regular,93.0
5391,330,8.0,2026-01-28 20:29:18.196005,2026-01-28,20,Wednesday,5,1,False,Xbox Series X,North America,hardcore,170.0
5392,87,,2026-01-28 20:31:18.196005,2026-01-28,20,Wednesday,5,1,False,PC,Europe,hardcore,177.0
5393,143,10.0,2026-01-28 20:42:18.196005,2026-01-28,20,Wednesday,5,1,False,Xbox Series X,Europe,regular,64.0
5394,310,7.0,2026-01-28 20:49:18.196005,2026-01-28,20,Wednesday,5,1,False,PC,North America,regular,118.0
5395,375,9.0,2026-01-28 21:02:18.196005,2026-01-28,21,Wednesday,5,1,False,PlayStation 5,Europe,regular,96.0
5396,278,8.0,2026-01-28 21:04:18.196005,2026-01-28,21,Wednesday,5,1,False,PlayStation 5,Europe,regular,54.0
5397,252,8.0,2026-01-28 21:05:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,North America,casual,49.0
5398,337,3.0,2026-01-28 21:05:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,North America,hardcore,177.0
5399,205,7.0,2026-01-28 21:15:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,South America,hardcore,230.0
5400,12,,2026-01-28 21:16:18.196005,2026-01-28,21,Wednesday,5,1,False,PlayStation 5,Europe,hardcore,159.0
5401,97,,2026-01-28 21:19:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,Europe,regular,78.0
5402,405,10.0,2026-01-28 21:20:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,129.0
5403,242,10.0,2026-01-28 21:21:18.196005,2026-01-28,21,Wednesday,5,1,False,PlayStation 5,South America,regular,59.0
5404,187,4.0,2026-01-28 21:22:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Asia,regular,82.0
5405,42,4.0,2026-01-28 21:23:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,North America,regular,82.0
5406,198,4.0,2026-01-28 21:26:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,North America,regular,106.0
5407,21,9.0,2026-01-28 21:28:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,118.0
5408,339,6.0,2026-01-28 21:33:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,247.0
5409,234,8.0,2026-01-28 21:33:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,North America,casual,26.0
5410,363,8.0,2026-01-28 21:33:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,South America,hardcore,214.0
5411,224,6.0,2026-01-28 21:38:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Europe,regular,103.0
5412,327,10.0,2026-01-28 21:42:18.196005,2026-01-28,21,Wednesday,5,1,False,Xbox Series X,Asia,regular,105.0
5413,63,7.0,2026-01-28 21:46:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,Asia,hardcore,249.0
5414,167,10.0,2026-01-28 21:50:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,North America,regular,47.0
5415,79,,2026-01-28 21:54:18.196005,2026-01-28,21,Wednesday,5,1,False,PC,Europe,casual,49.0
5416,21,9.0,2026-01-28 22:04:18.196005,2026-01-28,22,Wednesday,5,1,False,Xbox Series X,Europe,hardcore,289.0
5417,304,7.0,2026-01-28 22:10:18.196005,2026-01-28,22,Wednesday,5,1,False,PlayStation 5,North America,hardcore,91.0
5418,174,6.0,2026-01-28 22:17:18.196005,2026-01-28,22,Wednesday,5,1,False,PC,South America,hardcore,183.0
5419,405,10.0,2026-01-28 22:23:18.196005,2026-01-28,22,Wednesday,5,1,False,Xbox Series X,Asia,hardcore,156.0
5420,152,,2026-01-28 22:36:18.196005,2026-01-28,22,Wednesday,5,1,False,PC,Europe,hardcore,148.0
5421,401,,2026-01-28 22:40:18.196005,2026-01-28,22,Wednesday,5,1,False,PlayStation 5,North America,regular,53.0
5422,259,9.0,2026-01-28 22:45:18.196005,2026-01-28,22,Wednesday,5,1,False,PC,North America,hardcore,274.0
5423,367,,2026-01-28 22:52:18.196005,2026-01-28,22,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,119.0
5424,38,6.0,2026-01-28 22:56:18.196005,2026-01-28,22,Wednesday,5,1,False,Xbox Series X,North America,regular,110.0
5425,155,3.0,2026-01-28 23:10:18.196005,2026-01-28,23,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,250.0
5426,367,,2026-01-28 23:12:18.196005,2026-01-28,23,Wednesday,5,1,False,PlayStation 5,Asia,hardcore,173.0
5427,186,4.0,2026-01-28 23:17:18.196005,2026-01-28,23,Wednesday,5,1,False,Xbox Series X,Asia,regular,59.0
5428,170,1.0,2026-01-28 23:21:18.196005,2026-01-28,23,Wednesday,5,1,False,PC,Europe,hardcore,157.0
5429,278,8.0,2026-01-28 23:21:18.196005,2026-01-28,23,Wednesday,5,1,False,PlayStation 5,Europe,regular,86.0
5430,152,,2026-01-28 23:22:18.196005,2026-01-28,23,Wednesday,5,1,False,PC,Europe,hardcore,173.0
5431,424,1.0,2026-01-28 23:23:18.196005,2026-01-28,23,Wednesday,5,1,False,PC,Europe,casual,43.0
5432,53,9.0,2026-01-28 23:26:18.196005,2026-01-28,23,Wednesday,5,1,False,PC,North America,regular,102.0
5433,187,4.0,2026-01-28 23:32:18.196005,2026-01-28,23,Wednesday,5,1,False,Xbox Series X,Asia,regular,82.0
